## Fri Nov 25 12:34:55 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FRAGMENTO_671_3	1171373.PACID_11680	1.74e-31	110.0	2E39N@1|root,32Y97@2|Bacteria,2GQFF@201174|Actinobacteria	201174|Actinobacteria	S	Protein of unknown function (DUF3117)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3117
FRAGMENTO_671_4	1171373.PACID_11670	5.24e-41	137.0	2DR5U@1|root,33AAR@2|Bacteria,2GX63@201174|Actinobacteria,4DWZI@85009|Propionibacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_671_6	1171373.PACID_11650	1.55e-127	370.0	COG0624@1|root,COG0624@2|Bacteria,2GK09@201174|Actinobacteria,4DN9X@85009|Propionibacteriales	201174|Actinobacteria	E	Succinyl-diaminopimelate desuccinylase	dapE	-	3.5.1.18	ko:K01439	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R02734	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M28
FRAGMENTO_672_1	1171373.PACID_11650	8.5e-89	270.0	COG0624@1|root,COG0624@2|Bacteria,2GK09@201174|Actinobacteria,4DN9X@85009|Propionibacteriales	201174|Actinobacteria	E	Succinyl-diaminopimelate desuccinylase	dapE	-	3.5.1.18	ko:K01439	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R02734	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M28
FRAGMENTO_672_2	1171373.PACID_11640	2.15e-211	586.0	COG2171@1|root,COG2171@2|Bacteria,2GIZ9@201174|Actinobacteria,4DMZE@85009|Propionibacteriales	201174|Actinobacteria	E	Catalyzes the conversion of the cyclic tetrahydrodipicolinate (THDP) into the acyclic N-succinyl-L-2- amino-6-oxopimelate using succinyl-CoA	dapD	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0008666,GO:0016020,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016748,GO:0016749,GO:0030312,GO:0031402,GO:0031420,GO:0040007,GO:0043167,GO:0043169,GO:0044464,GO:0046872,GO:0048037,GO:0050662,GO:0071944	2.3.1.117	ko:K00674	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R04365	RC00004,RC01136	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv1201c	Hexapep_2,THDPS_M
FRAGMENTO_672_3	1171373.PACID_11630	2.91e-174	491.0	COG0739@1|root,COG0739@2|Bacteria,2GKXN@201174|Actinobacteria,4DQPK@85009|Propionibacteriales	201174|Actinobacteria	M	PFAM NLP P60 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_672_4	1171373.PACID_11620	1.42e-134	389.0	COG2367@1|root,COG2367@2|Bacteria,2GJTM@201174|Actinobacteria	201174|Actinobacteria	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_673_1	1171373.PACID_11610	1.34e-207	578.0	COG0436@1|root,COG0436@2|Bacteria,2GJMI@201174|Actinobacteria,4DNQA@85009|Propionibacteriales	201174|Actinobacteria	E	Aminotransferase class I and II	dapC	-	-	-	-	-	-	-	-	-	-	-	Aminotran_1_2
FRAGMENTO_673_2	1171373.PACID_11600	3.19e-77	229.0	COG1146@1|root,COG1146@2|Bacteria,2IKVN@201174|Actinobacteria	201174|Actinobacteria	C	Ferredoxin	fdxA	-	-	-	-	-	-	-	-	-	-	-	Fer4
FRAGMENTO_673_3	1171373.PACID_11590	0.0	974.0	COG2720@1|root,COG2720@2|Bacteria,2GISH@201174|Actinobacteria,4DN8K@85009|Propionibacteriales	201174|Actinobacteria	V	Putative peptidoglycan binding domain	-	-	-	-	-	-	-	-	-	-	-	-	PG_binding_4,VanW
FRAGMENTO_674_1	1171373.PACID_11580	1.17e-193	545.0	COG1680@1|root,COG1680@2|Bacteria,2GJQG@201174|Actinobacteria,4DPYC@85009|Propionibacteriales	201174|Actinobacteria	V	Beta-lactamase	-	-	3.4.16.4	ko:K21469	ko00550,map00550	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	Beta-lactamase
FRAGMENTO_674_2	1171373.PACID_11570	0.0	878.0	COG1282@1|root,COG1282@2|Bacteria,2GNKB@201174|Actinobacteria,4DT4M@85009|Propionibacteriales	201174|Actinobacteria	C	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane	pntB	-	1.6.1.2	ko:K00325	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	PNTB
FRAGMENTO_674_3	1171373.PACID_11560	1.55e-223	626.0	COG3288@1|root,COG3288@2|Bacteria,2I2FZ@201174|Actinobacteria,4DNG1@85009|Propionibacteriales	201174|Actinobacteria	C	NAD(P) transhydrogenase, alpha subunit	pntA	-	1.6.1.2	ko:K00324	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	AlaDh_PNT_C,AlaDh_PNT_N,PNTB_4TM
FRAGMENTO_675_1	1171373.PACID_11560	5.51e-89	275.0	COG3288@1|root,COG3288@2|Bacteria,2I2FZ@201174|Actinobacteria,4DNG1@85009|Propionibacteriales	201174|Actinobacteria	C	NAD(P) transhydrogenase, alpha subunit	pntA	-	1.6.1.2	ko:K00324	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	AlaDh_PNT_C,AlaDh_PNT_N,PNTB_4TM
FRAGMENTO_675_2	1171373.PACID_11550	2.66e-289	792.0	COG0477@1|root,COG2814@2|Bacteria,2I2EY@201174|Actinobacteria,4DNW0@85009|Propionibacteriales	201174|Actinobacteria	EGP	Transmembrane secretion effector	pimH	-	-	-	-	-	-	-	-	-	-	-	MFS_3
FRAGMENTO_675_3	1171373.PACID_11540	5.71e-84	250.0	COG1846@1|root,COG1846@2|Bacteria,2IFQ9@201174|Actinobacteria,4DS13@85009|Propionibacteriales	201174|Actinobacteria	K	helix_turn_helix multiple antibiotic resistance protein	-	-	-	-	-	-	-	-	-	-	-	-	MarR,MarR_2
FRAGMENTO_675_4	1122998.AUHZ01000005_gene887	8.28e-39	145.0	29WQV@1|root,30IBV@2|Bacteria,2GZ2Y@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_676_1	1171373.PACID_17330	1.55e-239	667.0	COG1403@1|root,COG1403@2|Bacteria	2|Bacteria	V	endonuclease activity	-	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	DUF222
FRAGMENTO_676_2	1171373.PACID_11490	0.0	1269.0	COG0021@1|root,COG0021@2|Bacteria,2GJ1K@201174|Actinobacteria,4DN1Y@85009|Propionibacteriales	201174|Actinobacteria	G	Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate	tkt	-	2.2.1.1	ko:K00615	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01067,R01641,R01830,R06590	RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000	-	-	-	Transket_pyr,Transketolase_C,Transketolase_N
FRAGMENTO_677_2	1171373.PACID_11480	0.0	1115.0	COG1069@1|root,COG1069@2|Bacteria,2H531@201174|Actinobacteria,4DP9J@85009|Propionibacteriales	201174|Actinobacteria	G	FGGY family of carbohydrate kinases, C-terminal domain	araB	-	2.7.1.16	ko:K00853	ko00040,ko01100,map00040,map01100	-	R01526,R02439	RC00002,RC00538	ko00000,ko00001,ko01000	-	-	-	FGGY_C,FGGY_N
FRAGMENTO_677_3	1171373.PACID_11470	1.37e-312	854.0	COG0371@1|root,COG0371@2|Bacteria,2GKWA@201174|Actinobacteria,4DQ5E@85009|Propionibacteriales	201174|Actinobacteria	C	Iron-containing alcohol dehydrogenase	-	-	1.1.1.261	ko:K00096	ko00564,map00564	-	R05679,R05680	RC00029	ko00000,ko00001,ko01000	-	-	-	Fe-ADH_2
FRAGMENTO_678_1	1171373.PACID_11460	0.0	1049.0	COG1069@1|root,COG1069@2|Bacteria,2I41D@201174|Actinobacteria,4DQK0@85009|Propionibacteriales	201174|Actinobacteria	G	FGGY family of carbohydrate kinases, N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	FGGY_C,FGGY_N
FRAGMENTO_678_2	1171373.PACID_11450	7.57e-206	569.0	COG0647@1|root,COG0647@2|Bacteria,2IBHB@201174|Actinobacteria,4DQQ5@85009|Propionibacteriales	201174|Actinobacteria	G	Haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_6,Hydrolase_like
FRAGMENTO_678_3	1171373.PACID_11440	4.22e-194	544.0	arCOG04584@1|root,2ZYP7@2|Bacteria,2IBQ6@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_679_2	1171373.PACID_11430	2.47e-108	312.0	COG0698@1|root,COG0698@2|Bacteria,2IIDQ@201174|Actinobacteria	201174|Actinobacteria	G	Ribose 5-phosphate isomerase	-	GO:0003674,GO:0003824,GO:0005975,GO:0008150,GO:0008152,GO:0009056,GO:0009743,GO:0009758,GO:0009987,GO:0010033,GO:0016052,GO:0016853,GO:0016860,GO:0016861,GO:0042221,GO:0044238,GO:0050896,GO:0051716,GO:0070887,GO:0071310,GO:0071322,GO:0071704,GO:1901575,GO:1901700,GO:1901701	5.3.1.6	ko:K01808	ko00030,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01056,R09030	RC00376,RC00434	ko00000,ko00001,ko00002,ko01000	-	-	-	LacAB_rpiB
FRAGMENTO_679_3	1171373.PACID_11420	2.04e-163	460.0	COG1349@1|root,COG1349@2|Bacteria,2IBBZ@201174|Actinobacteria,4DQU0@85009|Propionibacteriales	201174|Actinobacteria	K	DeoR C terminal sensor domain	sucR	-	-	-	-	-	-	-	-	-	-	-	DeoRC,HTH_DeoR
FRAGMENTO_679_4	1171373.PACID_11410	2.02e-116	333.0	COG2236@1|root,COG2236@2|Bacteria,2GN86@201174|Actinobacteria,4DRPW@85009|Propionibacteriales	201174|Actinobacteria	F	Phosphoribosyl transferase domain	gpt	-	-	ko:K07101	-	-	-	-	ko00000	-	-	-	Pribosyltran
FRAGMENTO_679_5	1171373.PACID_11400	7.64e-218	613.0	COG2376@1|root,COG2376@2|Bacteria,2GJV9@201174|Actinobacteria,4DN06@85009|Propionibacteriales	201174|Actinobacteria	G	Dihydroxyacetone kinase	dhaK	GO:0003674,GO:0003824,GO:0005488,GO:0005975,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009056,GO:0009743,GO:0009758,GO:0009987,GO:0010033,GO:0016052,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0019200,GO:0030246,GO:0042221,GO:0044237,GO:0044238,GO:0044262,GO:0046835,GO:0050896,GO:0051716,GO:0070887,GO:0071310,GO:0071322,GO:0071704,GO:1901575,GO:1901700,GO:1901701	2.7.1.121,2.7.1.209,2.7.1.28,2.7.1.29,4.6.1.15	ko:K00863,ko:K05878,ko:K20901	ko00051,ko00561,ko00680,ko01100,ko01120,ko01200,ko04622,map00051,map00561,map00680,map01100,map01120,map01200,map04622	M00344	R01011,R01012,R01059,R11460	RC00002,RC00015,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Dak1,Dak2
FRAGMENTO_680_1	1171373.PACID_11400	1.9e-146	426.0	COG2376@1|root,COG2376@2|Bacteria,2GJV9@201174|Actinobacteria,4DN06@85009|Propionibacteriales	201174|Actinobacteria	G	Dihydroxyacetone kinase	dhaK	GO:0003674,GO:0003824,GO:0005488,GO:0005975,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009056,GO:0009743,GO:0009758,GO:0009987,GO:0010033,GO:0016052,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0019200,GO:0030246,GO:0042221,GO:0044237,GO:0044238,GO:0044262,GO:0046835,GO:0050896,GO:0051716,GO:0070887,GO:0071310,GO:0071322,GO:0071704,GO:1901575,GO:1901700,GO:1901701	2.7.1.121,2.7.1.209,2.7.1.28,2.7.1.29,4.6.1.15	ko:K00863,ko:K05878,ko:K20901	ko00051,ko00561,ko00680,ko01100,ko01120,ko01200,ko04622,map00051,map00561,map00680,map01100,map01120,map01200,map04622	M00344	R01011,R01012,R01059,R11460	RC00002,RC00015,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Dak1,Dak2
FRAGMENTO_680_2	1171373.PACID_11390	3.63e-242	667.0	COG1063@1|root,COG1063@2|Bacteria,2GKC7@201174|Actinobacteria,4DRH1@85009|Propionibacteriales	201174|Actinobacteria	E	Alcohol dehydrogenase GroES-like domain	tdh	-	1.1.1.14	ko:K00008	ko00040,ko00051,ko01100,map00040,map00051,map01100	M00014	R00875,R01896	RC00085,RC00102	ko00000,ko00001,ko00002,ko01000	-	-	-	ADH_N,ADH_zinc_N
FRAGMENTO_680_3	1171373.PACID_11380	0.0	918.0	COG0506@1|root,COG1012@1|root,COG0506@2|Bacteria,COG1012@2|Bacteria,2GM5R@201174|Actinobacteria,4DQ4S@85009|Propionibacteriales	201174|Actinobacteria	C	Proline dehydrogenase	-	-	1.2.1.88,1.5.5.2	ko:K13821	ko00250,ko00330,ko01100,ko01110,ko01130,map00250,map00330,map01100,map01110,map01130	-	R00245,R00707,R00708,R01253,R04444,R04445,R05051	RC00080,RC00083,RC00216,RC00242,RC00255	ko00000,ko00001,ko01000,ko03000	-	-	-	Aldedh,Pro_dh
FRAGMENTO_681_1	1171373.PACID_11380	0.0	1121.0	COG0506@1|root,COG1012@1|root,COG0506@2|Bacteria,COG1012@2|Bacteria,2GM5R@201174|Actinobacteria,4DQ4S@85009|Propionibacteriales	201174|Actinobacteria	C	Proline dehydrogenase	-	-	1.2.1.88,1.5.5.2	ko:K13821	ko00250,ko00330,ko01100,ko01110,ko01130,map00250,map00330,map01100,map01110,map01130	-	R00245,R00707,R00708,R01253,R04444,R04445,R05051	RC00080,RC00083,RC00216,RC00242,RC00255	ko00000,ko00001,ko01000,ko03000	-	-	-	Aldedh,Pro_dh
FRAGMENTO_681_2	1171373.PACID_11370	4.88e-288	792.0	COG1457@1|root,COG1457@2|Bacteria,2GJ6B@201174|Actinobacteria,4DNUH@85009|Propionibacteriales	201174|Actinobacteria	F	Belongs to the purine-cytosine permease (2.A.39) family	-	-	-	ko:K03457	-	-	-	-	ko00000	2.A.39	-	-	Transp_cyt_pur
FRAGMENTO_682_2	1171373.PACID_11360	8.15e-111	320.0	COG1335@1|root,COG1335@2|Bacteria,2IN6N@201174|Actinobacteria,4DRFV@85009|Propionibacteriales	201174|Actinobacteria	Q	Isochorismatase family	-	-	-	-	-	-	-	-	-	-	-	-	Isochorismatase
FRAGMENTO_682_3	1171373.PACID_11350	2.73e-192	536.0	COG0803@1|root,COG0803@2|Bacteria,2GM1K@201174|Actinobacteria,4DVAK@85009|Propionibacteriales	201174|Actinobacteria	P	Zinc-uptake complex component A periplasmic	psaA	-	-	ko:K02077	-	M00244	-	-	ko00000,ko00002,ko02000	3.A.1.15	-	-	ZnuA
FRAGMENTO_682_4	1171373.PACID_11340	3.93e-177	495.0	COG1121@1|root,COG1121@2|Bacteria,2GP3A@201174|Actinobacteria,4DTXB@85009|Propionibacteriales	201174|Actinobacteria	P	ATPases associated with a variety of cellular activities	fhuC	-	-	ko:K02074	-	M00244	-	-	ko00000,ko00002,ko02000	3.A.1.15	-	-	ABC_tran
FRAGMENTO_682_5	1171373.PACID_11330	9.89e-168	473.0	COG1108@1|root,COG1108@2|Bacteria,2GJ7H@201174|Actinobacteria,4DUPX@85009|Propionibacteriales	201174|Actinobacteria	P	ABC 3 transport family	znuB	-	-	ko:K02075	-	M00244	-	-	ko00000,ko00002,ko02000	3.A.1.15	-	-	ABC-3
FRAGMENTO_683_1	1171373.PACID_11320	2.56e-62	192.0	COG1695@1|root,COG1695@2|Bacteria,2IQSE@201174|Actinobacteria	201174|Actinobacteria	K	Transcriptional regulator PadR family protein	ywzG	-	-	-	-	-	-	-	-	-	-	-	PadR
FRAGMENTO_683_2	1171373.PACID_11310	3.25e-296	813.0	2CA5R@1|root,2Z81H@2|Bacteria,2GM6V@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_683_3	1171373.PACID_11300	1.16e-196	548.0	COG0834@1|root,COG0834@2|Bacteria,2GJQW@201174|Actinobacteria,4DQ7J@85009|Propionibacteriales	201174|Actinobacteria	ET	amino acid	glnH	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
FRAGMENTO_683_4	1171373.PACID_11290	2.53e-101	301.0	COG0834@1|root,COG0834@2|Bacteria,2GJQW@201174|Actinobacteria,4DQ7J@85009|Propionibacteriales	201174|Actinobacteria	ET	amino acid	-	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
FRAGMENTO_684_1	1171373.PACID_11290	2.27e-84	256.0	COG0834@1|root,COG0834@2|Bacteria,2GJQW@201174|Actinobacteria,4DQ7J@85009|Propionibacteriales	201174|Actinobacteria	ET	amino acid	-	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
FRAGMENTO_684_2	1171373.PACID_11280	4.43e-202	562.0	COG0834@1|root,COG0834@2|Bacteria,2GJQW@201174|Actinobacteria,4DQ7J@85009|Propionibacteriales	201174|Actinobacteria	ET	amino acid	-	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
FRAGMENTO_684_3	1171373.PACID_11270	1.03e-214	594.0	COG0765@1|root,COG0765@2|Bacteria,2GJJ9@201174|Actinobacteria,4DQAE@85009|Propionibacteriales	201174|Actinobacteria	E	Binding-protein-dependent transport system inner membrane component	yecS	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
FRAGMENTO_684_4	1171373.PACID_11260	6.37e-190	528.0	COG1126@1|root,COG1126@2|Bacteria,2GIZW@201174|Actinobacteria,4DNUK@85009|Propionibacteriales	201174|Actinobacteria	E	Polar amino acid transport system	tcyC	-	3.6.3.21	ko:K02028,ko:K02029	-	M00236	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.3	-	-	ABC_tran
FRAGMENTO_685_3	1171373.PACID_11230	3.97e-43	140.0	COG2501@1|root,COG2501@2|Bacteria,2GQG8@201174|Actinobacteria,4DSBX@85009|Propionibacteriales	201174|Actinobacteria	S	S4 domain	yaaA	-	-	ko:K14761	-	-	-	-	ko00000,ko03009	-	-	-	S4_2
FRAGMENTO_685_4	1171373.PACID_11220	1.1e-232	642.0	COG1703@1|root,COG1703@2|Bacteria,2GME8@201174|Actinobacteria,4DP5N@85009|Propionibacteriales	201174|Actinobacteria	E	ArgK protein	argK	-	-	ko:K07588	-	-	-	-	ko00000,ko01000	-	-	-	ArgK
FRAGMENTO_685_5	1171373.PACID_11210	0.0	888.0	COG1884@1|root,COG2185@1|root,COG1884@2|Bacteria,COG2185@2|Bacteria,2GM65@201174|Actinobacteria,4DWYX@85009|Propionibacteriales	201174|Actinobacteria	I	Methylmalonyl-CoA mutase	mutB	-	5.4.99.2	ko:K01847	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200	M00373,M00376,M00741	R00833	RC00395	ko00000,ko00001,ko00002,ko01000	-	-	-	B12-binding,MM_CoA_mutase
FRAGMENTO_686_1	1171373.PACID_11210	2.2e-174	505.0	COG1884@1|root,COG2185@1|root,COG1884@2|Bacteria,COG2185@2|Bacteria,2GM65@201174|Actinobacteria,4DWYX@85009|Propionibacteriales	201174|Actinobacteria	I	Methylmalonyl-CoA mutase	mutB	-	5.4.99.2	ko:K01847	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200	M00373,M00376,M00741	R00833	RC00395	ko00000,ko00001,ko00002,ko01000	-	-	-	B12-binding,MM_CoA_mutase
FRAGMENTO_686_2	1171373.PACID_11200	0.0	1123.0	COG1884@1|root,COG1884@2|Bacteria,2GNBQ@201174|Actinobacteria,4DNT9@85009|Propionibacteriales	201174|Actinobacteria	I	Methylmalonyl-CoA mutase	mutA	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016999,GO:0017144,GO:0019541,GO:0019678,GO:0019752,GO:0030312,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046459,GO:0071704,GO:0071944	5.4.99.2	ko:K01847	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200	M00373,M00376,M00741	R00833	RC00395	ko00000,ko00001,ko00002,ko01000	-	-	-	MM_CoA_mutase
FRAGMENTO_686_3	1171373.PACID_11180	1.21e-59	193.0	COG2267@1|root,COG2267@2|Bacteria,2GPA8@201174|Actinobacteria,4DRD1@85009|Propionibacteriales	201174|Actinobacteria	I	Serine aminopeptidase, S33	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4
FRAGMENTO_687_1	1171373.PACID_11180	1.17e-109	323.0	COG2267@1|root,COG2267@2|Bacteria,2GPA8@201174|Actinobacteria,4DRD1@85009|Propionibacteriales	201174|Actinobacteria	I	Serine aminopeptidase, S33	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4
FRAGMENTO_687_2	1171373.PACID_11170	4.04e-249	687.0	COG1004@1|root,COG1004@2|Bacteria,2GJQB@201174|Actinobacteria,4DNFM@85009|Propionibacteriales	201174|Actinobacteria	M	UDP binding domain	ugd	-	1.1.1.22	ko:K00012	ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100	M00014,M00129,M00361,M00362	R00286	RC00291	ko00000,ko00001,ko00002,ko01000	-	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
FRAGMENTO_687_3	1171373.PACID_11160	2.81e-279	766.0	COG0366@1|root,COG0366@2|Bacteria,2GJUT@201174|Actinobacteria,4DT3W@85009|Propionibacteriales	201174|Actinobacteria	G	Alpha amylase, catalytic domain	nplT	-	3.2.1.1	ko:K01176	ko00500,ko01100,ko04973,map00500,map01100,map04973	-	R02108,R02112,R11262	-	ko00000,ko00001,ko01000	-	GH13	-	Alpha-amylase,DUF3459
FRAGMENTO_687_4	1111729.ATYV01000021_gene96	4e-23	97.8	COG0833@1|root,COG0833@2|Bacteria,2I2DX@201174|Actinobacteria,22RK2@1653|Corynebacteriaceae	201174|Actinobacteria	E	permease	lysP	-	-	ko:K11733,ko:K16235	-	-	-	-	ko00000,ko02000	2.A.3.1.10,2.A.3.1.2	-	-	AA_permease
FRAGMENTO_688_1	1171373.PACID_11150	8.05e-255	707.0	COG0833@1|root,COG0833@2|Bacteria,2I2DX@201174|Actinobacteria	201174|Actinobacteria	E	amino acid	lysP	-	-	ko:K11733,ko:K16235	-	-	-	-	ko00000,ko02000	2.A.3.1.10,2.A.3.1.2	-	-	AA_permease
FRAGMENTO_688_2	1171373.PACID_11140	1.71e-108	313.0	COG2077@1|root,COG2077@2|Bacteria,2II20@201174|Actinobacteria,4DQU5@85009|Propionibacteriales	201174|Actinobacteria	O	Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides	tpx	GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009405,GO:0009605,GO:0009607,GO:0009636,GO:0009987,GO:0015036,GO:0016209,GO:0016491,GO:0016667,GO:0016684,GO:0019725,GO:0020012,GO:0030312,GO:0030682,GO:0042221,GO:0042592,GO:0043207,GO:0044403,GO:0044413,GO:0044415,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0050789,GO:0050794,GO:0050896,GO:0051409,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051805,GO:0051807,GO:0051832,GO:0051834,GO:0051920,GO:0052060,GO:0052173,GO:0052200,GO:0052376,GO:0052551,GO:0052564,GO:0052565,GO:0052572,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071944,GO:0075136,GO:0097237,GO:0098754,GO:0098869,GO:1990748	1.11.1.15	ko:K11065	-	-	-	-	ko00000,ko01000	-	-	-	Redoxin
FRAGMENTO_688_3	1171373.PACID_11130	6.94e-199	555.0	COG0667@1|root,COG0667@2|Bacteria,2GMNA@201174|Actinobacteria,4DUK1@85009|Propionibacteriales	201174|Actinobacteria	C	Aldo/keto reductase family	-	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
FRAGMENTO_688_4	1171373.PACID_11120	5.19e-93	282.0	COG2133@1|root,COG2133@2|Bacteria,2GISM@201174|Actinobacteria,4DPIE@85009|Propionibacteriales	201174|Actinobacteria	G	Glucose / Sorbosone dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	GSDH
FRAGMENTO_689_1	1171373.PACID_11120	5.71e-92	282.0	COG2133@1|root,COG2133@2|Bacteria,2GISM@201174|Actinobacteria,4DPIE@85009|Propionibacteriales	201174|Actinobacteria	G	Glucose / Sorbosone dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	GSDH
FRAGMENTO_689_2	1171373.PACID_11110	6.59e-104	302.0	COG2716@1|root,COG2716@2|Bacteria,2IGKE@201174|Actinobacteria,4DWV6@85009|Propionibacteriales	201174|Actinobacteria	E	ACT domain	-	-	-	ko:K03567	ko02026,map02026	-	-	-	ko00000,ko00001,ko03000	-	-	-	ACT_6
